video_id|prompt
00032.mp4|A man walking down the stairs carrying a black bicycle with his left hand.
00033.mp4|A man wearing a short sleeved dress shirt puts his arms through a white dinner jacket as he faces a window with a building in the background.
00034.mp4|Slow motion closeup shot of water on the petals of purple flowers with a blue unfocused background.
00035.mp4|Bouquet of pink and white lilies and green leaves on a pink background.
00036.mp4|Pink rose with water drops on its petals, on a black background.
00037.mp4|Pink rose rotating on a black background.
00038.mp4|A bunch of little water bubbles rise in a black background in slow motion.
00039.mp4|Small bubbles rising underwater with a black background.
00040.mp4|Bubbling water with small bubbles and big bubbles. In grey, black and white tones.
00041.mp4|Small bubbles in the water rising to the surface. Light tones, black and white.
00042.mp4|A man walking upstairs while is carrying his bicycle with both hands.
00043.mp4|A man dressed in blue shirt and dark pants rides his bicycle on a sunny day. He crosses a bridge with trees and green grass in the background.
00044.mp4|Urban cyclist wearing a blue plaid shirt carries a bike and gets out his apartment.
00045.mp4|A girl with long black hair who wearing white shorts, white tennis shoes and a pink shirt rides a bicycle through a park full of trees and grass, seen from afar.
00046.mp4|A waiter serves coffee from a small coffee pot into one of three cups sitting on a wooden table in a restaurant. A woman with red fingernails wearing a ring, a black jacket and a white shirt takes the cup of coffee and drinks from it.
00047.mp4|A woman with red painted finger nails types on her MacBook Air laptop, on a wooden table next to a cup of coffee, a small coffee pot, books, a vase and cutlery.
00048.mp4|Coffee creamer swirling in coffee, abstract macro shot.
00049.mp4|Coffee beans falling over more coffee beans, reverse shot.
00050.mp4|A white ceramic cup filled with coffee and more drops of coffee drops fall in the center of the cup, creating bubbles.
00051.mp4|A black-haired waiter carries a tray holding a white coffee mug delivers the cup of coffee setting it on a wooden table where two clasped hands with red fingernails take the coffee and raise it to drink.
00052.mp4|A waiter pouring a cup of coffee to a customer in a coffee shop.
00053.mp4|A woman putting sugar to a cup of coffee in a bar at a coffee shop.
00054.mp4|Woman reading a book and drinking coffee at a coffee shop.
00055.mp4|Swirling colors in water in blue and white tones. Art, motion, ink, liquid, rotation.
00056.mp4|A young man stands on a roof and adjusts his beige suit jacket, reaches into a pocket and pulls out a cellular phone, looks at it and walks off, with city buildings in the background and a slightly cloudy sky.
00057.mp4|A pile of roasted coffee beans sit as more beans fall into the pile.
00058.mp4|Filling a white cup of coffee, close up in slow motion.
00059.mp4|A brown-haired woman wearing a brown shirt sits in a coffee shop reading a book, she reaches over and picks up her mug and takes a sip of her drink.
00060.mp4|Bearded man lays back with his eyes closed as his beard is trimmed.
00061.mp4|A bearded man wearing a plaid shirt poses while is taking a selfie.
00062.mp4|Time-lapse of a natural landscape with mountains and clouds passing while the sky gradually darkens.
00063.mp4|Closeup abstract video of the texture of a red, flowing fabric.
00064.mp4|Closeup of blue, red, orange, blue and white ink texture under water.
00065.mp4|Blue bubbles of different sizes moving slowly around the screen.
00066.mp4|A couple dancing together in a nightclub. There are disco lights flashing and people dancing in the background.
00067.mp4|Colleagues looking at information on a mobile phone screen on a building roof top at dusk. They are discussing the content they see on the screen. The city with buildings and the dark and cloudy sky are in the background.
00068.mp4|Video of the ceiling flashing red light in a nightclub. A couple dances with their hands raised to the rhythm of the music. In the background there are people having fun and dancing.
00069.mp4|Close up of couple dancing at a nightclub. They laugh and smile on the dance floor. Red lights flash around the dancers.
00070.mp4|A young man and woman dance, laugh, smile, hug each other, and dance in a nightclub. A couple filtering on the dance floor with blinking lights. The woman has long hair and wears a black dress, and the man wears a black leather jacket and white shirt. In the bar or disco there are people having fun, waiters serving customers, beautiful women, handsome men, young people, people drinking. Red lights. Dark room.
00071.mp4|A man wearing a black sweater eating a big hamburger with chips and drinking beer at a restaurant.
00072.mp4|A man break dancing to a hip hop song. A young man with long curly hair break dancing against a white wall. Basic old school break dance steps or moves. Urban dancer. Urban trendy lifestyle.
00073.mp4|Drummer’s hands while playing drums live performance. Drummer playing drum set with his wooden drumstick. Video with gig shallow depth of field. Live rock event.
00074.mp4|A singer on stage with lights wearing a Christmas hat and holding a microphone with one hand.
00075.mp4|Black background, two spots of white ink begin to expand.
00076.mp4|Singer on stage wearing a Christmas Santa hat holding a microphone on a stage with lights and her rock band playing a song.
00077.mp4|Black ink splashes and expands on a white background.
00078.mp4|Black ink expands on a white background and forms an X shape.
00079.mp4|Cars drive on a highway that runs between green trees, in the background the sun shines through a few clouds in the sky above hills in the distance.
00080.mp4|Cars drive on both sides of a small highway that runs between hills, with green trees and bushes on either side.
00081.mp4|People sharing a warm drink around a camp fire in the early evening.
00082.mp4|A person wearing a cowboy hat sits by a campfire at night, drinking from a can.
00083.mp4|Flight above sunset. Drone aerial view of a large forest. Panoramic view. Sunset in the mountains.
00084.mp4|Aerial view of a large forest. Aerial view at sunset of sky and treetops. Panoramic view. Sunset in the mountains.
00085.mp4|A person wearing a large grey jacket and black pants walks next to a black and white dog. Both are walking through a forest, the sun shining through the dense trees.
00086.mp4|Sunlight through tall trees in a forest. Panning effect from bottom to top of a forest. Nature stabilized video in reverse motion.
00087.mp4|A cowboy standing in a field looking towards the sunset. A male shadow or silhouette stands in a forest. Nature video with trees and blue cloudy sky in the background.
00088.mp4|Aerial view of a river that turns into a waterfall in a rocky landscape. Rocky mountains with a river running through them and a three-leveled waterfall on day.
00089.mp4|A small waterfall runs in the crevice of a cliff, it lands in a small pond.
00090.mp4|Aerial view of trees in a desert valley in the afternoon. Rocky mountain landscape. Clear blue sky in the background. Mountain stream. Nature landscape.
00091.mp4|The silhouette of a rancher man who takes off his hat touches his hair and puts his hat back in the forest at sunset.
00092.mp4|A waterfall hidden between a cliff lands in a small lake also hidden in the cliff.
00093.mp4|Drone footage moving backwards over a river in a forest
00094.mp4|A cliff with brown and green vegetation, under a clear blue sky.
00095.mp4|Panning over a forest, showing only the treetops and a clearing between them, all underneath a clear blue sky.
00096.mp4|Panning across a forest, showing dirt paths and a clearing in the distance, beneath a clear blue sky.
00097.mp4|A forest spans across the landscape, and atop a hill, underneath a clear blue sky.
00098.mp4|Man walking over a fallen tree in a forest with his dog.
00099.mp4|A waterfall crashes on the rocks, green vegetation all around.
00100.mp4|View of a waterfall seen from below.
00101.mp4|A brown haired woman wearing a white woven sweater sets a table for two inside a home with rustic furniture and a fridge in the background, a wooden staircase on the left and dried herbs and spices hanging from the ceiling.
00102.mp4|A woman wearing sportswear does stretching exercises in a forest during the morning.
00103.mp4|A woman standing by a waterfall in the forest on a sunny day.
00104.mp4|Angled view of treetops seen from below.
00105.mp4|Lavender flowers swaying in a field.
00106.mp4|Fire flames dance in front of a tree trunk, other green vegetation in the background.
00107.mp4|Water runs between large rocks
00108.mp4|Water runs between rocks, crashing as it lands
00109.mp4|The length of a waterfall, mossy rocks on both sides of the water.
00110.mp4|Two people wearing hiking boots rest on a hammock with their legs intwined, with a background of trees and green plants.
00111.mp4|A person sits inside a tent with the flap door open, through with a campfire is visible, and a black dog sitting next to the fire. Int he background, a body of water and trees.
00112.mp4|A young woman with her long hair in a ponytail wearing activewear jumps and does other warm up exercises on a running track, with trees and city skyline in the background.
00113.mp4|Gold sparks from above and from below, on a black background.
00114.mp4|Yellow sparks as seen from above, shooting out from a black background.
00115.mp4|White and yellow sparks shooting up from the bottom, with a black background.
00116.mp4|Abstract view of flames.
00117.mp4|Two long orange flames flicker across a black background
00118.mp4|A young man and a young woman seeing to the camera in a scrap yard while blue smoke from a smoke bomb is everywhere. Urban trendy, lifestyle, black hair woman enjoying day. Sunlight dazzles the camera. Urban fashion. Couple.
00119.mp4|A couple play with a yellow smoke bomb in a car dump place during a sunny day. Slow motion camera effect of a man holding a smoke bomb smile with his girlfriend. A young girl wearing pink t-shirt sleeveless and bib pants and her boyfriend that wears denim jacket spend time together next to a cabin of a trailer truck. Urban lifestyle.
00120.mp4|A young woman with short brown hair wearing a yellow turtle neck walks between the horses of a running carrousel, a dark sky in the background.
00121.mp4|A man wearing grey sweats does push ups on the floor of a gym.
00122.mp4|A woman with her long brown hair in a ponytail wearing a grey camouflage t shirt runs on the sidewalk, passing buildings as she runs.
00123.mp4|A male waiter wearing a black button-up shirt turns to show he is holding a wooden tray with various sized mugs.
00124.mp4|A barista wearing black clothes and a denim apron cleans a large coffee machine and walks away, a green coffee mug sitting on the bar and bags of coffee on shelves in the background.
00125.mp4|Beautiful aerial motion video of an agriculture field made with a drone. Green fields in a sunny late afternoon in a nature place. The sun dazzles the camera drone.
00126.mp4|Aerial motion video made with a camera drone. Agriculture fields and a mountain at the background with clear blue sky.
00127.mp4|A person uses a disc jockey turntable, its lights, buttons and screens on.
00128.mp4|Two DJ's stand behind a turntable playing music, flashing lights and people dancing in the background.
00129.mp4|The back of a DJ's head as he plays music at a nightclub, lights and people dancing in the background, disco balls hanging from the ceiling.
00130.mp4|Two DJ's push the buttons of a turntable in a dark nightclub.
00131.mp4|A DJ mixing music plays a song and starts dancing next to another DJ in a nightclub full of lights and disco balls on the ceiling.
00132.mp4|A person uses a disc jockey turntable, its lights, buttons and screens on, neon lights flashing all around.
00133.mp4|A man wearing a grey shirt, blue flannel t-shirt, blue jeans and gardening gloves walks through a nursery holding two potted plants, hanging plants and cacti all around.
00134.mp4|Close up top view in motion of yellow, pink, white, orange flowers with green leaves.
00135.mp4|Two women dancing in a studio with a neon-lit wall behind them.
00136.mp4|Silhouette of a dancer performing in a studio with neon-lit walls.
00137.mp4|Slow motion view of contemporary dancer in a neon-lit dance studio.
00138.mp4|A young bearded man wearing a sleeveless pink shirt and khaki colored pants stretches on a yoga mat, the sun shining through in a corner.
00139.mp4|A young man and woman lay face up on a rug, then sit upright to sit with eyes closed in the Sukhasana yoga pose, a large window and potted plants in the background.
00140.mp4|A woman in activewear with her short brown hair in a ponytail stands in front of a white wall stretching her legs before performing a Natarajasana Lord of the Dance yoga pose.
00141.mp4|A woman with short brown hair in front of a hanging artwork performs yoga movements with her hands.
00142.mp4|A woman with short brown hair wearing active wear stretches her arms in several directions.
00143.mp4|Old, unpainted truck at a farmer's market, close up view.
00144.mp4|Close up video of a parked, old truck with market goods.
00145.mp4|A woman smells lavender in a field with a butterfly nearby.
00146.mp4|A woman walks through a nursery garden wearing a big hat on a clear, sunny day.
00147.mp4|Close up video of the hands of a gardener tearing leaves from a small plant in an urban garden setting.
00148.mp4|A person wearing black pants and a blue and white shirt walks among plants and flowers in a garden, with a garden gnome in the background.
00149.mp4|A woman with brown hair wearing a red felt hat, a blue and white shirt and black pants walks through a garden.
00150.mp4|Tracking camera of a woman walking through a garden.
00151.mp4|Closeup of a breakfast fruit bowl served in a plastic cup
00152.mp4|A woman eating a healthy snack on a sunny day
00153.mp4|A woman wearing a hat and sunglasses eating with her hands.
00154.mp4|A young woman drinking coconut water from a coconut with a straw.
00155.mp4|Coconut water from a coconut being drunk by a woman with a straw.
00156.mp4|A woman wearing a red felt hat, sunglasses, and a blue and white shirt kneels in front of a plant in a garden and eats a cherry tomato.
00157.mp4|A woman with brown hair wearing a red felt hat, a blue and white shirt and black pants sits on a wooden bench among plants and trees reading a book.
00158.mp4|A girl drinking an icy drink while walking on an avenue on a sunny summer day.
00159.mp4|A long haired woman wearing a blue and white shirt holds a red iced beverage, with a blue sky and palm trees in the background.
00160.mp4|People walk in a market, carrying reusable shopping bags, one walking a dog on a leash.
00161.mp4|A woman chooses fruit from trays at a market.
00162.mp4|Closeup video of a farmer's market display of fresh herbs.
00163.mp4|Woman checks plants in a nursery garden.
00164.mp4|Closeup video of a bee on a bright orange and red flower.
00165.mp4|Closeup video of a green romaine lettuce in a nursery garden.
00166.mp4|A bee sits on a pink flower with many small petals, a second bee approaches and they both fly away.
00167.mp4|Closeup of a bee feeding from a bright flower.
00168.mp4|A hermit crab pokes out of its shell and starts walking on the sand.
00169.mp4|The sea meets a beach surrounded by green cliffs, barely any human structures in sight, a clear sky in the background.
00170.mp4|Pan sot of the tops of palm trees.
00171.mp4|Beautiful aerial motion shot of a beach shore landscape with sea waves, sand, shore rocks, mountains, greenery, clear sky and a dazzling sunset.
00172.mp4|The sea meets the shore on a beach with white foam and cliffs all around, fog and mist covering the sky.
00173.mp4|Top aerial shot of seashore with black shore rocks being hit by waves. Sea waves arriving to the beach touching the white sand.
00174.mp4|A woman in shorts and a sports top with her hair in a bun kneels on a blue yoga mat on a wooden outdoor deck and stretches, the beach and the ocean in the background.
00175.mp4|A person stands alone on a beach stretching, large boulders and waves crashing around them.
00176.mp4|Beautiful landscape video of a yoga woman seeing from her back while stretching on the sand near to the sea waves with sunset at the background and the sea waves arriving to the beach and hitting the shore rocks.
00177.mp4|Bottom view in slow motion of a flexible yogi female stretching outdoors with clear sky and the moon. Professional sportswoman performs yoga pose with her hands on the floor and stretching up her leg. Wellness lifestyle.
00178.mp4|A woman in activewear stands on the beach doing yoga, large boulders and waves crashing in the background.
00179.mp4|A woman in activewear stands on large boulders on the beach doing yoga while waves crash in the background.
00180.mp4|A woman in activewear stands on a beach doing yoga, green vegetation in the background and small waves crashing.
00181.mp4|A person wearing a black cowboy hat, a denim jacket and blue jeans walks on a ranch holding the reigns of a brown and black horse walking next to them, trees and a small hill in the background.
00182.mp4|A person wearing a black cowboy hat, a denim jacket and blue jeans brushes the black mane of a brown horse, trees in the background.
00183.mp4|A man a denim jacket and blue jeans caresses the head of a of a brown horse with a black mane, trees in the background.
00184.mp4|Cars transiting on a busy city roundabout at nighttime, seen from above.
00185.mp4|Cars driving in city streets during the night, their lights illuminating buildings and trees as they pass by.
00186.mp4|A large building stands out in a nighttime city landscape, cars driving in front and darkness in the background.
00187.mp4|Cars make their way on a long highway crossing through the middle of a city, the lights showing the city landscape at night.
00188.mp4|Bearded man wearing a cowboy hat, long sleeved plaid shirt and blue jeans walks a brown horse with black mane horse across a ranch
00189.mp4|A man wearing a black cowboy hat, denim jacket, jeans and a plaid shirt sits on a white horse, palm trees and a clear sky in the background.
00190.mp4|A white horse with a rope in its neck is chewing on a cloudy day.
00191.mp4|Rancher man wearing a hat is tying a saddle chair to a brown horse.
00192.mp4|A woman with her hair in a bun wearing active wear does yoga while standing on a large boulder, a clear blue sky in the background.
00193.mp4|Small waves ripple through a body of water.
00194.mp4|Bougainvilea flowers in the breeze, a clear blue sky in the background.
00195.mp4|Blurred circular white and yellow lights on a blue background.
00196.mp4|Pink circular lights move across the screen on a dark background.
00197.mp4|Blurred orange and white lights in motion vertically.
00198.mp4|The branches of a tree wave in the breeze, with pointy leaves and small round flowers, with a clear blue sky and the sun shining in the background.
00199.mp4|Blurred circular purple lights in motion on a dark background.
00200.mp4|Blurred circular purple and green lights moving on a dark background.
00201.mp4|Tall dry grass waves in the breeze under a blue sky with white fluffy clouds.
00202.mp4|Blurred circular multicolored lights moving across each other on a dark background
00203.mp4|White flowers with a yellow center in the branches of a tree with thick branches and green leaves, a blue sky in the background.
00204.mp4|Blurred circular grey and green lights moving on a dark background.
00205.mp4|Lilac bellflowers move gently in a breeze, a blue sky in the background.
00206.mp4|Small green leaves move gently in a breeze, a blue sky in the background.
00207.mp4|Small pink flowers move gently in a breeze, purple flowers and a blue sky in the background.
00208.mp4|White flowers with yellow centers move gently in a breeze, a clear blue sky in the background.
00209.mp4|Leaf covered branches of a tree sway in the breeze, a clear blue sky above.
00210.mp4|A simple wooden pier stands over a body of water, seagulls standing on the wooden floor, a small boat at the end of the pier, small hills and a clear blue sky in the background.
00211.mp4|Green tree reflected in a pond with water waves and a fish.
00212.mp4|Two puppies side by side with their tongues out.
00213.mp4|Slow motion view of a dog playing Dog playing in a studio.dio.
00214.mp4|A French Bulldog eating a treat in slow motion.
00215.mp4|A wooden raft going slowly along a river in a lush forest setting
00216.mp4|A young woman wearing a black bikini and a black beach shirt walking on the sand near of beach rocks and palms trees.
00217.mp4|A young woman with long brown hair turns and peeks through the lights of a yellow neon sign.
00218.mp4|Vertical video in slow motion of an urban man's silhouette that puts on a glasses in front of a blue light sign at a dark room. Urban neon lights with a man.
00219.mp4|A man with a small beard and mustache wearing a white sweater, sunglasses, and a backwards black baseball cap turns his head in different directions under changing colored lights.
00220.mp4|Bald man with a short beard wearing a large jean jacket holds a long tubular neon light thatch
00221.mp4|A bald man with a short beard wearing a black turtle neck, jeans and sneakers dances under changing colored lights.
00222.mp4|A bald man wearing a large jean jacket points to the camera as lights change color.
00223.mp4|Closeup video of lavender flowers, coming in and out of focus.
00224.mp4|Vertical portrait shot in slow motion of an indie fashion girl with tattoos and red painted face wearing a headband with feathers and a white dress standing between two big branches or trunks from a tree on a sunny day.
00225.mp4|Indie fashion girl wearing a black dress and make up is walking on a river at a forest.
00226.mp4|Woman with black hair taking selfies with her cellphone in the street at night. An urban trendy girl taking selfies from different points of view.
00227.mp4|Vertical portrait video in slow motion of an urban trendy woman wearing a white crop top, a sweatshirt with a floral pattern. A woman taking off or opening her sweatshirt in the street near to a light sign.
00228.mp4|An urban trendy woman wearing a white crop top, a sweatshirt and white pants while dancing in a dark corridor of a building.
00229.mp4|A woman in a red dress on a wooden pier at a tropical island location.
00230.mp4|A woman in a dress spins around at the water's edge of a tropical beach.
00231.mp4|A woman with long hair in a ponytail wearing black activewear uses dumbbells to perform an arm workout, with other dumbbells and gym equipment in the background.
00232.mp4|A woman wearing black activewear and her long brown hair in a ponytail uses a rowing machine at a gym. In the background, a man wearing black activewear does pull ups.
00233.mp4|A large disco ball spins on the right hand side, lights reflecting off of it.
00234.mp4|A disco ball spins in the bottom right hand corner, clearly seeing the large square glass, and lights reflect off of it.
00235.mp4|Abstract video of yellow and pink lights with the bokeh effect, appearing to be circles shining and spinning.
00236.mp4|Abstract video of purple and pink lights, appearing to be circles shining and spinning.
00237.mp4|Closeup shot in slow motion of a little brown frog breathing on a trunk. Animals at nature. Frog moving its head.
00238.mp4|A little yellow gecko or reptile on a trunk with a closeup shot in slow motion. Lizard moving its tongue. Reptiles in nature.
00239.mp4|A small gecko or reptile on a tree branch using a closeup shot in slow motion. Reptiles in nature. Lizard moving its tongue.
00240.mp4|A green toad breathing over a trunk with a dark background. A green frog, closing its eyes, Animals at nature.
00241.mp4|Black scorpion walking on pieces of wood. Scorpion, scorpion sting, pincers, animals.
00242.mp4|Multicolor frog closing its eyes on a trunk at nature, closeup shot. Animal closeup, little frog, toad, anuran, amphibian. Vertical video of a frog.
00243.mp4|Leopard gecko lizard with tongue out licking its lips.
00244.mp4|Green chameleon standing on a log with 3 legs while is looking around.
00245.mp4|A lizard resting while sticking out its tongue on a trunk at nature. Animals in their habitat.
00246.mp4|A lizard resting on a trunk at nature. Animals in their habitat. Agama, small dragon, iguana.
00247.mp4|A lizard breathing slowly over a trunk at nature with close up shot. Animals in their habitat. Agama, small dragon, iguana. Brown lizard.
00248.mp4|Black and orange tarantula walking in slow motion close up. Hairy arachnid in its habitat. Mexican Orange-kneed Tarantula (Euathlus smithii)
00249.mp4|Vertical closeup video of a black and orange tarantula walking in slow motion. Hairy arachnid in its habitat.
00250.mp4|Green chameleon walking slowly and carefully on a log while it is looking around.
00251.mp4|Brown lizard walking and looking for dinner over a trunk in nature. Animals in their habitat. Agama, small dragon, iguana. Brown lizard.
00252.mp4|Closeup shot of a black and orange bug (Hemiptera) on a green leaf. A bug eating, nature insect, insect antennae.
00253.mp4|Expectant reptile on a rock moves slowly while sticks out its tongue.
00254.mp4|A frog with orange and red colors sits on a log without moving, just breathing.
00255.mp4|A black and orange tarantula walking in slow motion. Hairy arachnid in its habitat.
00256.mp4|Closeup video of a green chameleon seen from one side. A chameleon moving its eye, with dark background. Veiled chameleon (Chamaeleo calyptratus).
00257.mp4|A man kneels in a dirt road with trees in the background and calls out to a white dog that runs towards him, and they both walk off.
00258.mp4|A person stands in a river with trees in the background and throws a ball for a white dog to catch.
00259.mp4|A person wearing a black baseball hat, a black t-shirt and khaki shorts stands ankle deep in a creek and throws a tennis ball to a yellow labrador retriever. The dog chases the ball, splashing in the river as it runs.
00260.mp4|A cute dog giving the paw. A white dog sitting on a small steam. A man asking to his dog to hive him a paw.
00261.mp4|A barefoot man walks with his dog in a creek on a forest, low view. A wet dog following its owner on a sunny day at nature. A man exploring with his dog.
00262.mp4|A man walks with his dog in a forest, low view. A white dog following its owner on a sunny day at nature. A man exploring with his dog.
00263.mp4|Closeup video of a breakfast or coffee bar with a woman preparing a cup of tea. Glass of milk, sugar packets, hot coffee dispenser, a woman wearing a sweater.
00264.mp4|A brown and white dog leans up on a woman in a park while she pets its head and ears, with dried leaves on the floor and trees in the background.
00265.mp4|A black and white dog runs on top of a log, with trees and the sun shining in the background.
00266.mp4|A woman walks through a park next to a brown and white dog, with the sun poking through trees in the background.
00267.mp4|A woman sits on a couch with colorful cushions, petting a white and yellow cat sitting on her lap, swishing its tail.
00268.mp4|A black cat sits on a white bed, looking around at its surroundings.
00269.mp4|Close-up of a white, blue-eyed cat looking around.
00270.mp4|Extreme close-up of a black cat blinking yellow eyes.
00271.mp4|A black cat with green eyes gazes out from its cat house.
00272.mp4|A woman sits in a yellow chair inside a home, petting a black cat that sits on her lap.
00273.mp4|Closeup shot of a white cat with deep blue eyes.
00274.mp4|Close up shot of the yellow eye of a black cat.
00275.mp4|A black and a white cat eating from a white cat bowl.
00276.mp4|A brown and white dog pants and sticks its tongue out.
00277.mp4|A brown and white collie sits on a log with trees, logs and plants in the background, then jumps off and runs into the trees.
00278.mp4|A brown and white collie sits on a log, with another log and plants in the background.
00279.mp4|A brown and white collie looks away from the camera, then turns and licks its nose as people walk by in the background.
00280.mp4|A brown and white dog smiles at the camera, then looks to the side before staring at the camera again.
00281.mp4|A brown and white dog lays on the grass while being pet.
00282.mp4|A brown and white collie stand still on a log, then jumps off.
00283.mp4|A black and white dog jumps to catch a blue frisbee in mid-air, with trees and a clear sky in the background and dried leaves on the ground.
00284.mp4|A brown and white dog sitting, waiting in a forest with a lot of trees in the background and leaves on the ground.
00285.mp4|White sand beach landscape on a sunny day with green palms near the seashore and a slightly cloudy sky above with the sunlight shining through
00286.mp4|Aerial shot made with a drone of landscape of a calm sea at sunset. Beach paradise, yellow and orange sunset, cloudy sunset.
00287.mp4|Turquoise sea with a couple walking on the sand that is covered with sea water. Landscape beach with blue sky on a sunny day.
00288.mp4|Stars moving slowing through space
00289.mp4|A river runs under a bridge with green nature, rocks and a cloudy sky in the background.
00290.mp4|City traffic near a factory at sunset, time-lapse.
00291.mp4|A white dog with long, careless hair waiting for his haircut while lying.
00292.mp4|A dog hairdresser combing the hair of a small dog that is tied with a red leash around the neck.
00293.mp4|Aerial view of a big factory working during the night.
00294.mp4|Top aerial view of a street with traffic going through a big factory during the night.
00295.mp4|Slider shot of dry leaves from autumn on the ground close up.
00296.mp4|Kaleidoscope shot of night city lights
00297.mp4|Kaleidoscope shot of blue lights in motion
00298.mp4|Kaleidoscope shot of lights and textures in motion
00299.mp4|Kaleidoscope shot at night of a building.
00300.mp4|Unfocused kaleidoscope shot of lights textures
00301.mp4|Night sky with stars at a calm lake, time lapse. Zen water with clouds and stars in motion in the sky.
00302.mp4|A bee feeding from purple flowers at green nature, close up in slow motion.
00303.mp4|Aerial shot of mountains full of trees.
00304.mp4|Aerial shot of a forest in the mountains near of agriculture fields.
00305.mp4|Aerial shot and time-lapse of a city at night with traffic and buildings.
00306.mp4|Aerial shot of Chicago City at late afternoon seen from the lake.
00307.mp4|Watering a flower pot with pink flowers at a sunset that dazzles the camera.
00308.mp4|Abstract multicolor flare lights in motion.
00309.mp4|Smoke in front of a screen changing between orange, red, purple, blue and green.
00310.mp4|A ray of bright multicolor lights in changing colours.
00311.mp4|Multicolor filtered lights with smoke in motion.
00312.mp4|Abstract multicolor lights tunnel.
00313.mp4|Abstract multicolor kaleidoscope texture in motion.
00314.mp4|Purple flowers being moved by the wind, close up.
00315.mp4|Little pink flowers on a tree with green leaves being moved by the wind.
00316.mp4|A honeybee feeding on a flower.
00317.mp4|Green leaves, close up.
00318.mp4|An ecosystem of wet green succulents.
00319.mp4|White succulent with water drops from the rain.
00320.mp4|Bunches of pink unopened flowers full of drops of water.
00321.mp4|Close up shot of pink, red and white wet flowers with green leaves.
00322.mp4|Beautiful pink Gerbera and white flowers with green leaves.
00323.mp4|Yellow flower with large leaves, macro close up.
00324.mp4|Mangrove swamp with green nature reflected in the water.
00325.mp4|Mangrove swamp, abstract shot.
00326.mp4|Beautiful sunrise over silhouette of mountains with a clear sky.
00327.mp4|Top aerial shot of sea waves in a little bay with mountains full of trees.
00328.mp4|Aerial shot of a coastal landscape with sea waves in the sandy beach near the mountains.
00329.mp4|Virgin lonely beach with a palapa and sea waves, aerial shot.
00330.mp4|Smoke with black background, close up.
00331.mp4|White smoke in motion with black background.
00332.mp4|A white plume of smoke travels from the bottom of the screen in front of a black background
00333.mp4|Abstract smoke textures reflected with black background
00334.mp4|White smoke in motion dancing across a black background.
00335.mp4|Smoke on a black background swirls in motion.
00336.mp4|White smoke slowly moving across a black background.
00337.mp4|Smoke with black background, abstract shot.
00338.mp4|Woman scary ghost wearing a dark dress with her long black hair covering her face standing on an abandoned place.
00339.mp4|Scary woman with dark dress and long black hair seeing through the window at an abandoned building.
00340.mp4|Scary woman wearing a long black dress walks slowly in the bathroom of an abandoned ruined building.
00341.mp4|A lamenting woman ghost wearing a black dress in the dirty bathroom of an abandoned building.
00342.mp4|Scary woman ghost wearing dark clothes with white skin standing in the middle of a hall of an abandoned building full of graffiti and garbage.
00343.mp4|Zombie wearing a black dress at an abandoned place full of graffiti.
00344.mp4|Zombie woman with white skin taken with both hands from a wire net fence in a dark place.
